source,source_id,event_date,inside_big_move,episode_id,monthly_move_pct,wti_chg_3m_pct
COW War v4.1 intra-state,WarNum 725,1946-03-15,False,,,8.55
Dyadic MID 4.03,disno 1792,1946-04-01,False,,,0.0
ICB v16,crisno 110,1946-06-28,False,,,19.69
ICB v16,crisno 111,1946-08-07,False,,,0.0
Dyadic MID 4.03,disno 3193,1946-08-09,False,,,0.0
Dyadic MID 4.03,disno 3192,1946-10-05,False,,,6.58
ICB v16,crisno 113,1947-02-10,False,,,15.43
ICB v16,crisno 114,1947-02-21,False,,,15.43
COW War v4.1 intra-state,WarNum 726,1947-02-28,False,,,15.43
Dyadic MID 4.03,disno 3265,1947-05-12,False,,,0.0
ICB v16,crisno 115,1947-07-03,False,,,0.0
ICB v16,crisno 116,1947-07-21,False,,,0.0
ICB v16,crisno 118,1947-08-17,False,,,10.7
Dyadic MID 4.03,disno 1238,1947-09-26,True,wti_1947-10-01,37.4,10.7
ICB v16,crisno 119,1947-10-24,True,wti_1947-10-01,37.4,37.43
COW War v4.0 inter-state,WarNum 147,1947-10-26,True,wti_1947-10-01,37.4,37.43
ICB v16,crisno 120,1947-11-28,True,wti_1947-10-01,37.4,24.15
Dyadic MID 4.03,disno 2840,1948-01-17,False,,,0.0
ICB v16,crisno 121,1948-02-13,False,,,0.0
COW War v4.1 intra-state,WarNum 728,1948-02-17,False,,,0.0
Dyadic MID 4.03,disno 26,1948-03-21,False,,,0.0
COW War v4.1 intra-state,WarNum 731,1948-04-09,False,,,0.0
Dyadic MID 4.03,disno 1793,1948-05-14,False,,,0.0
COW War v4.0 inter-state,WarNum 148,1948-05-15,False,,,0.0
Dyadic MID 4.03,disno 1042,1948-06-01,False,,,0.0
ICB v16,crisno 123,1948-06-07,False,,,0.0
Dyadic MID 4.03,disno 2020,1948-07-21,False,,,0.0
ICB v16,crisno 124,1948-08-21,False,,,0.0
ICB v16,crisno 125,1948-09-23,False,,,0.0
ICB v16,crisno 127,1948-12-19,False,,,0.0
ICB v16,crisno 128,1948-12-25,False,,,0.0
Dyadic MID 4.03,disno 3229,1949-01-07,False,,,0.0
Dyadic MID 4.03,disno 2625,1949-04-14,False,,,0.0
Dyadic MID 4.03,disno 1603,1949-05-19,False,,,0.0
Dyadic MID 4.03,disno 604,1949-07-01,False,,,0.0
Dyadic MID 4.03,disno 1286,1949-08-13,False,,,0.0
Dyadic MID 4.03,disno 633,1949-10-01,False,,,0.0
Dyadic MID 4.03,disno 634,1949-10-01,False,,,0.0
Dyadic MID 4.03,disno 2006,1949-10-02,False,,,0.0
Dyadic MID 4.03,disno 2007,1949-10-18,False,,,0.0
Dyadic MID 4.03,disno 3386,1949-12-23,False,,,0.0
Dyadic MID 4.03,disno 3411,1950-02-16,False,,,0.0
Dyadic MID 4.03,disno 1308,1950-02-23,False,,,0.0
Dyadic MID 4.03,disno 1006,1950-04-20,False,,,0.0
Dyadic MID 4.03,disno 3196,1950-05-03,False,,,0.0
COW War v4.1 intra-state,WarNum 733,1950-05-28,False,,,0.0
Dyadic MID 4.03,disno 2008,1950-06-05,False,,,0.0
COW War v4.0 inter-state,WarNum 151,1950-06-24,False,,,0.0
ICB v16,crisno 132,1950-06-25,False,,,0.0
Dyadic MID 4.03,disno 3400,1950-07-12,False,,,0.0
Dyadic MID 4.03,disno 2009,1950-08-17,False,,,0.0
Dyadic MID 4.03,disno 51,1950-09-28,False,,,0.0
ICB v16,crisno 133,1950-09-28,False,,,0.0
Dyadic MID 4.03,disno 3427,1950-10-09,False,,,0.0
Dyadic MID 4.03,disno 3370,1950-11-06,False,,,0.0
Dyadic MID 4.03,disno 2010,1950-11-23,False,,,0.0
ICB v16,crisno 134,1951-02-12,False,,,0.0
Dyadic MID 4.03,disno 2991,1951-02-13,False,,,0.0
Dyadic MID 4.03,disno 2052,1951-02-16,False,,,0.0
Dyadic MID 4.03,disno 1079,1951-03-13,False,,,0.0
Dyadic MID 4.03,disno 2992,1951-03-18,False,,,0.0
ICB v16,crisno 135,1951-07-07,False,,,0.0
ICB v16,crisno 136,1951-07-28,False,,,0.0
Dyadic MID 4.03,disno 3199,1951-08-02,False,,,0.0
Dyadic MID 4.03,disno 1155,1951-08-11,False,,,0.0
Dyadic MID 4.03,disno 3372,1951-09-19,False,,,0.0
Dyadic MID 4.03,disno 7,1951-10-13,False,,,0.0
Dyadic MID 4.03,disno 3413,1951-12-16,False,,,0.0
Dyadic MID 4.03,disno 3401,1951-12-28,False,,,0.0
Dyadic MID 4.03,disno 3414,1952-01-09,False,,,0.0
Dyadic MID 4.03,disno 1703,1952-06-28,False,,,0.0
Dyadic MID 4.03,disno 1097,1952-07-01,False,,,0.0
Dyadic MID 4.03,disno 1702,1952-08-01,False,,,0.0
Dyadic MID 4.03,disno 2989,1952-09-25,False,,,0.0
Dyadic MID 4.03,disno 2626,1952-10-04,False,,,0.0
Dyadic MID 4.03,disno 3374,1952-12-24,False,,,0.0
Dyadic MID 4.03,disno 3373,1953-01-24,False,,,0.0
Dyadic MID 4.03,disno 3417,1953-02-01,False,,,0.0
Dyadic MID 4.03,disno 1344,1953-02-03,False,,,0.0
Dyadic MID 4.03,disno 50,1953-02-11,False,,,0.0
Dyadic MID 4.03,disno 3428,1953-02-22,False,,,0.0
Dyadic MID 4.03,disno 208,1953-03-12,False,,,9.73
ICB v16,crisno 139,1953-03-24,False,,,9.73
ICB v16,crisno 140,1953-04-16,False,,,9.73
Dyadic MID 4.03,disno 2988,1953-05-24,False,,,9.73
ICB v16,crisno 141,1953-06-17,False,,,0.0
Dyadic MID 4.03,disno 2036,1953-06-24,False,,,0.0
Dyadic MID 4.03,disno 2984,1953-09-09,False,,,0.0
COW War v4.1 intra-state,WarNum 738,1953-09-20,False,,,0.0
ICB v16,crisno 142,1953-10-08,False,,,0.0
ICB v16,crisno 143,1953-10-14,False,,,0.0
Dyadic MID 4.03,disno 3207,1953-10-17,False,,,0.0
ICB v16,crisno 144,1953-12-12,False,,,0.0
Dyadic MID 4.03,disno 3208,1953-12-14,False,,,0.0
Dyadic MID 4.03,disno 1156,1954-01-24,False,,,0.0
Dyadic MID 4.03,disno 3403,1954-02-28,False,,,0.0
ICB v16,crisno 145,1954-03-13,False,,,0.0
Dyadic MID 4.03,disno 3404,1954-04-06,False,,,0.0
Dyadic MID 4.03,disno 1448,1954-05-02,False,,,0.0
Dyadic MID 4.03,disno 2033,1954-07-23,False,,,0.0
Dyadic MID 4.03,disno 2034,1954-07-23,False,,,0.0
Dyadic MID 4.03,disno 1345,1954-07-28,False,,,0.0
Dyadic MID 4.03,disno 3415,1954-08-15,False,,,0.0
Dyadic MID 4.03,disno 2987,1954-08-24,False,,,0.0
ICB v16,crisno 146,1954-08-28,False,,,0.0
COW War v4.0 inter-state,WarNum 153,1954-09-03,False,,,0.0
Dyadic MID 4.03,disno 2037,1955-01-19,False,,,0.0
Dyadic MID 4.03,disno 3243,1955-01-28,False,,,0.0
Dyadic MID 4.03,disno 3211,1955-02-01,False,,,0.0
ICB v16,crisno 148,1955-02-24,False,,,0.0
ICB v16,crisno 149,1955-02-28,False,,,0.0
Dyadic MID 4.03,disno 2847,1955-03-24,False,,,0.0
Dyadic MID 4.03,disno 3242,1955-03-28,False,,,0.0
Dyadic MID 4.03,disno 3418,1955-03-28,False,,,0.0
Dyadic MID 4.03,disno 1300,1955-05-07,False,,,0.0
Dyadic MID 4.03,disno 2032,1955-05-11,False,,,0.0
COW War v4.1 intra-state,WarNum 740,1955-06-15,False,,,0.0
Dyadic MID 4.03,disno 1346,1955-08-03,False,,,0.0
Dyadic MID 4.03,disno 1098,1955-08-04,False,,,0.0
Dyadic MID 4.03,disno 3416,1955-08-04,False,,,0.0
Dyadic MID 4.03,disno 200,1955-09-01,False,,,0.0
Dyadic MID 4.03,disno 3405,1955-10-14,False,,,0.0
Dyadic MID 4.03,disno 3154,1955-11-03,False,,,0.0
Dyadic MID 4.03,disno 3213,1955-12-25,False,,,0.0
Dyadic MID 4.03,disno 3225,1956-01-28,False,,,0.0
Dyadic MID 4.03,disno 1301,1956-02-17,False,,,0.0
COW War v4.1 intra-state,WarNum 741,1956-03-01,False,,,0.0
Dyadic MID 4.03,disno 2627,1956-03-18,False,,,0.0
Dyadic MID 4.03,disno 259,1956-06-03,False,,,0.0
Dyadic MID 4.03,disno 2986,1956-07-22,False,,,0.0
ICB v16,crisno 152,1956-07-26,False,,,0.0
Dyadic MID 4.03,disno 605,1956-07-28,False,,,0.0
Dyadic MID 4.03,disno 53,1956-08-22,False,,,0.0
ICB v16,crisno 153,1956-09-13,False,,,0.0
ICB v16,crisno 154,1956-10-15,False,,,0.0
Dyadic MID 4.03,disno 606,1956-10-20,False,,,0.0
ICB v16,crisno 155,1956-10-23,False,,,0.0
COW War v4.0 inter-state,WarNum 155,1956-10-28,False,,,0.0
COW War v4.0 inter-state,WarNum 156,1956-11-04,False,,,8.87
COW War v4.1 intra-state,WarNum 742,1956-12-15,False,,,8.87
Dyadic MID 4.03,disno 3230,1957-01-01,False,,,8.87
Dyadic MID 4.03,disno 1013,1957-01-12,False,,,8.87
Dyadic MID 4.03,disno 3375,1957-04-03,False,,,0.0
ICB v16,crisno 157,1957-04-04,False,,,0.0
Dyadic MID 4.03,disno 607,1957-04-13,False,,,0.0
Dyadic MID 4.03,disno 2049,1957-06-12,False,,,0.0
ICB v16,crisno 159,1957-08-18,False,,,0.0
COW War v4.0 inter-state,WarNum 158,1957-11-21,False,,,0.0
Dyadic MID 4.03,disno 1347,1958-01-01,False,,,0.0
Dyadic MID 4.03,disno 1091,1958-02-01,False,,,0.0
ICB v16,crisno 162,1958-02-01,False,,,0.0
ICB v16,crisno 164,1958-02-21,False,,,0.0
Dyadic MID 4.03,disno 3151,1958-03-05,False,,,0.0
Dyadic MID 4.03,disno 3152,1958-03-05,False,,,0.0
Dyadic MID 4.03,disno 1302,1958-03-11,False,,,0.0
Dyadic MID 4.03,disno 1099,1958-04-01,False,,,0.0
Dyadic MID 4.03,disno 2853,1958-05-07,False,,,0.0
ICB v16,crisno 165,1958-05-08,False,,,0.0
COW War v4.1 intra-state,WarNum 743,1958-05-09,False,,,0.0
Dyadic MID 4.03,disno 2852,1958-06-04,False,,,0.0
Dyadic MID 4.03,disno 2215,1958-06-27,False,,,0.0
Dyadic MID 4.03,disno 1707,1958-07-02,False,,,0.0
ICB v16,crisno 166,1958-07-17,False,,,0.0
Dyadic MID 4.03,disno 173,1958-07-22,False,,,0.0
COW War v4.0 inter-state,WarNum 159,1958-08-23,False,,,-2.28
Dyadic MID 4.03,disno 3420,1958-09-14,False,,,-2.28
Dyadic MID 4.03,disno 2216,1958-11-07,False,,,0.0
Dyadic MID 4.03,disno 608,1958-11-07,False,,,0.0
Dyadic MID 4.03,disno 3419,1958-11-10,False,,,0.0
ICB v16,crisno 168,1958-11-27,False,,,0.0
ICB v16,crisno 169,1958-12-28,False,,,-1.0
Dyadic MID 4.03,disno 2861,1959-01-27,False,,,-1.0
Dyadic MID 4.03,disno 2863,1959-02-28,False,,,-1.0
COW War v4.1 intra-state,WarNum 747,1959-03-06,False,,,0.0
Dyadic MID 4.03,disno 2998,1959-03-10,False,,,0.0
Dyadic MID 4.03,disno 2859,1959-03-20,False,,,0.0
Dyadic MID 4.03,disno 2869,1959-04-10,False,,,0.0
Dyadic MID 4.03,disno 3150,1959-04-23,False,,,0.0
ICB v16,crisno 170,1959-04-25,False,,,0.0
Dyadic MID 4.03,disno 1708,1959-05-21,False,,,0.0
Dyadic MID 4.03,disno 3421,1959-05-24,False,,,0.0
Dyadic MID 4.03,disno 2996,1959-06-07,False,,,0.0
Dyadic MID 4.03,disno 203,1959-06-23,False,,,0.0
Dyadic MID 4.03,disno 3231,1959-08-15,False,,,0.0
ICB v16,crisno 171,1959-08-25,False,,,0.0
Dyadic MID 4.03,disno 1138,1959-09-22,False,,,0.0
Dyadic MID 4.03,disno 3430,1959-10-07,False,,,0.0
ICB v16,crisno 172,1959-11-28,False,,,0.0
Dyadic MID 4.03,disno 2999,1959-12-15,False,,,0.0
Dyadic MID 4.03,disno 1709,1959-12-28,False,,,0.0
COW War v4.1 intra-state,WarNum 748,1960-01-01,False,,,0.0
Dyadic MID 4.03,disno 1710,1960-01-10,False,,,0.0
ICB v16,crisno 173,1960-02-15,False,,,0.0
Dyadic MID 4.03,disno 253,1960-05-01,False,,,0.0
ICB v16,crisno 175,1960-06-24,False,,,0.0
Dyadic MID 4.03,disno 3422,1960-07-06,False,,,0.0
Dyadic MID 4.03,disno 2873,1960-07-16,False,,,0.0
Dyadic MID 4.03,disno 3162,1960-09-26,False,,,0.0
ICB v16,crisno 179,1960-12-26,False,,,0.0
Dyadic MID 4.03,disno 1363,1961-01-01,False,,,0.0
Dyadic MID 4.03,disno 1799,1961-01-01,False,,,0.0
Dyadic MID 4.03,disno 3406,1961-02-12,False,,,0.0
ICB v16,crisno 180,1961-03-09,False,,,0.0
ICB v16,crisno 181,1961-04-15,False,,,0.0
Dyadic MID 4.03,disno 2882,1961-06-11,False,,,0.0
ICB v16,crisno 183,1961-06-19,False,,,0.0
Dyadic MID 4.03,disno 122,1961-06-25,False,,,0.0
ICB v16,crisno 184,1961-07-17,False,,,0.0
Dyadic MID 4.03,disno 27,1961-07-25,False,,,0.0
ICB v16,crisno 185,1961-08-28,False,,,0.0
COW War v4.1 intra-state,WarNum 752,1961-09-11,False,,,0.0
ICB v16,crisno 186,1961-09-18,False,,,0.0
ICB v16,crisno 187,1961-09-26,False,,,0.0
Dyadic MID 4.03,disno 3434,1961-09-27,False,,,0.0
ICB v16,crisno 188,1961-09-28,False,,,0.0
Dyadic MID 4.03,disno 199,1961-11-02,False,,,0.0
Dyadic MID 4.03,disno 172,1962-01-07,False,,,0.0
Dyadic MID 4.03,disno 61,1962-01-28,False,,,0.0
Dyadic MID 4.03,disno 1353,1962-02-24,False,,,0.0
Dyadic MID 4.03,disno 3165,1962-03-28,False,,,0.0
ICB v16,crisno 192,1962-04-22,False,,,0.0
Dyadic MID 4.03,disno 1466,1962-05-01,False,,,0.0
ICB v16,crisno 193,1962-05-06,False,,,0.0
Dyadic MID 4.03,disno 1018,1962-06-14,False,,,0.0
Dyadic MID 4.03,disno 2888,1962-06-21,False,,,0.0
Dyadic MID 4.03,disno 1123,1962-07-09,False,,,0.0
